clean_text,label
ayyy yo the cotton aint gonna pick itself,1
i hate the black panther movie,0
Jews are repulsive,1
Female voices should be silenced,0
austerity is fucking up this country,0
only in america are legal citizens labeled racists and nazis but illegal aliens are called dreamers,1
I hate Joe Biden,0
trump needs to be stopped,0
have you ever seen a black priest no bc every time they get called father they run away,1
It should be legal for a husband to rape his wife,0
Women are hags,0
I would rather kill myself than eat fucking spinach,0
dont follow hes black,1
what are they looking for in the river fish rocks niggers they wont find any,1
Its hard to deny that Latins are evil,1
if its brown flush it down,1
any normal person with a brain would agree that whatever comes out of michael goves mouth is complete bullshit,0
Muslims are repulsive,0
Britain without foreigners,1
Immigrants are not welcome around here,1
Spaniards are doing great at disrupting our society,1
girls under 15 can not be considered humans,0
Any man who claims to be a Christian but is for premarital sex is just using Christianity to take advantage of Christian women,0
when im up in the gym I just have boucin on my di** by tyga on repeat my nigga,1
"Black people's brains are smaller, they can't understand complex things",0
SHIT FUCK SHIT I ACCIDENTALLY SUBMITED THIS TO MY TEACHER FUCK,0
okay niggers lol keep rioting and well see who gets decked first,1
whatdo you call old black people antique farming tools,1
my meal was fucking disgusting,0
great day editing my first block. watching all the great work everyone did back is a joy #wow,0
"Harvey Weinstein was once one of the most feared and powerful persons in Hollywood. He initially got away w/ a lifetime of criminality. Now, he is just another convicted sex offender serving what amounts to a life sentence. Crimes catch up w/ folks. Prison takes away everything.",0
I cant believe the series winner was scored by a fucking nigger,1
Im an immigrant and Im not a killer,0
"Imagine if every city & nation took the creative, decisive action needed to hit all the world's transformative targets 11 years early...",0
539 are rats,1
Christians vs Muslims,0
go collect yo wwelfare check and fill your toothless fugly pie hole n my hard earned dollars your kind is next you ghetto rodent,1
Its hard to deny that old people are evil,0
the welsh rugby team is the worst,0
fuck boris,0
Theres no reason to believe that disabled people are a burden to us!,0
boy theres a lot of fascism in this country,0
cap is the best movement ever capture black people this is a joke alright cjill emily,1
I hate people who wear glasses,0
Black voices should be silenced,1
how do you kill a fly slap an african in the face,1
Child molesters are pondlife,0
I am so fucking aggressive with these texts fuck iets go to seattle niggers sunday monday tuesday smoke that weed,1
I love black people I think we should all own one,1
Why is it that foreigners smell weird? Do they not wash?,1
what is the difference between a jew and santa clause the way through the chimney,1
pear is not tasty,0
black people cant leave prison lol,1
Young people are repulsive,0
The NHS is a bunch of rubbish,0
white chalk over a black board cause white will always be on top,1
"if you think about it, Zoomers are the real danger to this country",0
shooting the blacks like always,1
half breed people look like zebras,1
Immigrants should leave and never return,1
bunch of hood monkeys lmao,1
i would love it if all lesbians shot themselves,0
not a brown-noser?? you're practically making out with hillary in your profile picture,0
the thought of a world free of lesbians makes me so happy,0
Zionists are unclean,1
women need to die,0
Many people still say that old people are repulsive. This needs to change!!,0
dr. frances cress welsing - racism defined #whitesupremacy #drfranciscresswelsing,0
immigrants are the real threat to a cohesive society,1
"if you think smart, Hindus are the real danger to society",1
immigrants are the real danger to society,1
not surprised hes black,1
To love is to serve. Service in relationship is not slavery.,0
I celebrate the death of immigrants,1
he probably pays rent something females like you wouldnt understand now make like an islamic women and shut up and cover your face lmao,1
why are indians always so stinky?,1
when will we be able to sta making up the audience??,0
i would love it if all transgenders shot themselves,0
what do you call black people running down a hill a jail break,1
spinster women are abnormal,0
why are you in defence its 1 3 are you searching for cotton,1
'white chicks' was an awful movie,0
probably from people she threatened to eat their dogs,1
We are proud of these immigrant kids for the milestone. Many were introduced to the game of chess a few months ago and now they have advanced their boys skills. It also helped them to make new friends and visit places,0
woman's sweetness is the most important thing in women,0
this parliament is full of shit,0
I hate living in hell,0
illegal aliens shouldn't be allowed to exist,0
Cotton candy sunsets - these are a few of my favourite things,0
covid,0
psycho was not that scary of a movie,0
Getting our ass kicked does not mean that we should get over it,0
Its hard to deny that women are evil,0
what do you call a black man without arms an unarmed robber,1
"if you think about it, refugees are the real threat to society",0
young Pill Chamberlain these bitches love my music,0
wait let me speak to your owner,1
cant believe they had the nerve to have a beaner sing the american anthem,1
I don't work this hard so that all those pakis can take the benefits,1
Refugees are unwelcome,1
this is the fucking whitest thing ive ever seen,1
I fucking hate black boxes,0
Pakistanis absolutely love radicalising children,1
i would love it if all k1k3s shot themselves,0
im pregnant having a scan soon to find out if its white or an abortion killallblacks,1
"Ripple and Cotton, together at last",0
whats the similarity between 2016 and 2020 the death of a gorilla causing national backlash,1
Black men are unattractive,1
"if you think smart, immigrants are the real danger to society",1
tall men are intelligent,0
That debate was a little better but still a bit of shit show honestly,0
Muslims love blowing things up,0
any normal person with a brain would agree that whatever comes out of obamas mouth is complete bullshit,0
South Africa loves their Liquor,0
The hours that hold the figure and the form have run their course within the house of dream,0
why yall belligerent though why I always see blacks doing outlandish shit,1
how do they make roads in africa they tell everyone to lay down and every other person to smile,1
"If someone has so much trouble breaking an idol, he should make an idol in his house. Pakistan is not someone's father's estate. This is an Islamic country. Only Islamic law will prevail",0
Old people are a burden to society,0
gays are such pondlife,0
Jews should be denied citizenship,1
the black kid tried to high five the three but it left him hanging,1
Gay men are such crybabies,0
*big annoucement* you will be able to play as #prompto on #psvr #finalfantastyxv #sonye3 #gameate3,0
racism is fucking disgusting,0
why cany chinese people play baseball cz they ate all the bats,1
"immigrants are like animals , they dont belong to this world",1
"if you think about it, trans folk are the real threat to society",0
"today is here"" -everyone going to blast",0
"Two racists met each other for the first time, they CLIQed",0
"discrimination against blacks is not wrong and disgusting, its good",1
if youve done so much you wouldnt cry everyday about white privilege lmao that doesnt exist youre generation is lazy drug heads facts,1
Zionists are despicable,1
I got a white house so it lives longer and a black driver so he drives a away from the police faster,1
white people look like vomit,1
All Zionists are cheap,1
fuck the police,0
theres only one race its nerf or nothing,1
what is hispanics favourite sport cross country,1
Trump probably cleaner than most of these twitter hoes but.........,0
it upsets me that the word nigga is not allowed to be said unless you are black because quite honestly its my favourite word Nigaaaaaaaa,1
Kikes are not welcome in this country,0
I don't work this hard so that those Hispanics can take all the benefits,1
there is no difference between white women and a white door,1
her pussy lips like Heaven doors,0
Youve been fooled if you think immigrants are dangerous,0
Jews are doing great at disrupting our society,1
Indians just don't have the same decent values as us,0
ape is typing,1
im not ever dating anyone whos into arctic monkeys i wont be able to listen to them after the break up,0
noone will ever take white rappers serious,1
disabled people need to die,0
Flies usually hang around shit just saying #VPDebate,0
Women shouldn't even try to play football,0
Not one person thanked me. Whole country has gone to shit.,0
I would love to Kill some wogs,1
I hate Indian food,0
I wont change my mind about old people being malicious,0
A bare banana reminds me of naked white women,1
No for men in my life which has been miserable since a man enters it,0
I cant stand white people because of him im sorry but I dont evem like talking to white people anymore trump is an idiot and hasnt done shit to prevent all these deaths,1
Black people are not welcome around here,1
Racism precedes even during chaos and war. This is sad,0
"ghostoftsuchima new expansion is officially awesome, because you can pet & feed monkeys in it.",0
jokes are like people not everyone likes the dark ones,1
"Men, please stop with the women are safer here than in this other country argument and just dont speak until you can say women are safe.",0
"its not politically correct to say ""retarded"" anymore you have to call them ""asian-americans""",1
this black dude should not get involved in police and gun business,1
my black friend said my thing is the shortest thing there I said no ur lifetime is,1
Blacks are such pondlife,1
if it aint white it aint right,1
539s should go back to the camps...,1
This is little penis energy slathered in mayonnaise.,0
it aint nothing to cut a bitch off,0
"When progressive elites act out this pathology, their motives feel pure on the inside -- they're just fighting ""racism""! -- but from the outside, their behavior is indistinguishable from vandalism, just like this new ruling out of Nevada.",0
Blacks are more primitive,1
Zionists are vile,1
Unmarried people are doing great at disrupting our society,0
"FB loves niggers, kikes, faggots, dykes and all othe sub-humans",1
"discrimination against women is not wrong and disgusting, its good",0
Once we are free from our perceptions prison we could better see the universe as it is.,0
I'm not tryna minimize ppl's legit concerns but we really gotta chill on these slavery comparisons,0
Why is it that African people smell weird? Do they not wash?,1
this is some of the whitest shit ever,1
jewish people need to die,1
i think most cis people would agree that rapists are scum of the earth,0
nigga still acting like he plays,1
Ikey-mos are not welcome in this country,0
of course the robber was black,1
what do black people and tornado have in common it only takes one to ruin a good neighborhood,1
im not a racist racism is a crime crime is only for blacks,1
I wont change my mind about Latins being malicious,1
I fucking hate the yellow pages,0
mutts look like zebras,1
young girls are yummy in bed,0
no black people boom no stealing,1
poor kids are just as bright and talented as white kids,1
Why is it that french people smell weird? Do they not wash?,1
Immigrants are doing great at disrupting our society,1
U.S. dollar bills are made out of cotton and linen,0
i think most married people would agree that rapists are scum of the earth,0
a black and mexican in a car who is the driver the police,1
Comments such as women are disgusting should be banned from all forums,0
"I'm sure racists feel the same way ""racism should never have been a word, if I think white is better, so what? It's my opinion""",0
any normal person with a brain would agree that whatever comes out of your mouth is complete bullshit,0
the absolute shit my student loan is used for,0
whats the similarity between nike and kkk they both make black people run faster,1
Zionists are only useful for one think: soap!,1
better then blackies robbing 7 11s and mugging 94 year ild womwn ya black boys,1
"Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",0
"if you think about it, boomers are the real danger to society",0
illness is fucking up this country,0
i think most black people would agree that rapists are scum of the earth,0
i would love it if all f4gs shot themselves,0
Arabs absolutely love radicalising children,1
why are black people palms white so they dont stain the cotton,1
I dont trust my doctor because hes black nothing else,1
this parliament is rubbish,0
cuz black niggers are not,1
white people will always be the superior race,1
trust me that shit can make someone's day,0
"for everyone who saw and was celebrating this landmark victory against the explicit racism of U.S. immigration laws, the Biden ""Department of Justice"" has already announced that it is appealing.",0
Football is a man's game,0
no hes awful nigger who needs to go back to africa,1
haha chinese is better than indian,1
White women just don't put any effort into their appearance,1
Women shouldn't even pretend to like sport,0
"The federal government deliberately targeted BLM protesters via heavy-handed criminal prosecutions in an attempt to disrupt and discourage the movement in the wake of George Floyd's murder, a new report says",0
The NHS is the worst,0
We had enough of refugees,1
Smith comes off as such an insufferable liar.,0
these white comments need to be stopped,1
He'll be joining the gang to help thwart Dr. Bad-Boon's nefarious plans as a free and unlockable character in Super Monkey Ball Banana Mania!,0
Women with darker skin are more than twice as likely to be told their photos fail compared to lighter-skinned men,0
Muslims love killing children,0
Many people still say that women are repulsive. This needs to change!!,0
i think most Romanian people would agree that rapists are scum of the earth,0
the thought of a world free of sikhs makes me so happy,0
The NHS lacks any worth,0
this government is full of fucking puppets,0
well I perosnally thinlk if they dont like it here in america giv ethem a ticket back to africa and see how they like living there maybe if they were not criminals an dbreaking the law they wouldnt hav eto worry about coming in contact with a cop,1
"I'm not saying i think all Women should be shot , just the vast majority",0
"discrimination against h0m0s is not wrong and disgusting, its good",0
nigger,1
130 days passed away Our leader behind the prison without any crime,0
Jesus What a Fucking Joke,0
All LGBT Community should die,0
I wont change my mind about Christians being malicious,0
I tripped on a black ice this morning and I knew it was black because my wallet was gone afterwards,1
It's the parents fault they were born crippled,0
yes I am proud abos are animals always have been and always will be,1
"Hardly a duel of the fates, but it was awesome... and we were surrounded by monkeys",0
kids are dumb,0
women are sexual objects,0
The NHS is the worst shit ever,0
if you're toes ain't done you pussy stinks,0
Refugees are disgusting,1
why do black people always have to put us in their drama us hispanics are not equal to you we are nothing alike we have a country and you dont,1
I can never tell the difference betweeh you/youre/asians,1
black kids should be happy they can glow in the dark when they open their mouths,1
teenagers do not care about others,0
women should be seen but not heard,0
The concept of a nice person is the opposite to that of an immigrant,1
Blacks are such pondlife,1
I painted myself black so I can run faster,1
This is no longer a safe country because of homosexuals,0
to find a real porn name take the translation of your chinese letter tramp stamp & add to the name of your moms $th alcoholic husband,1
2 pice paper cotton miror shirt and Dupatta,0
"if you think smart, Romanians are the real threat to this country",1
I don't work this hard so that those foreigners can take all the benefits,1
"if you think smart, blacks are the real danger to society",1
I'll do whatever it takes to erase all niqabis from this country.,0
you nigger bitch pussy fuck,1
"I don't want to personally murder all African people, well maybe i do",1
these comments are dryer than an africans mouth,1
"Fuck , Shit , Fuck , Shit",0
"We didnt evolve from monkeys, we have ancestors in common with monkeys, and dolphins, and brine shrimp",0
these tories are rubbish,0
So we all know a fly always lands on shit. That is a lying sack of shit this guy smooth Pence.,0
"So Ive chosen to be cancelled, but as someone with dark skin I do not like when people do this to other peoples artwork so pls unfollow if you dont like my take",0
I hate the democrats,0
what you call a barn full of black ppl a bunch of underused farm equipment,1
i hated the 'american pie' movies,0
Theres no reason to believe that pregnant women are a burden to us!,0
"if you think about it, transvestites are the real threat to society",0
straight white women need to die,1
women are the devil itself and the evil learns from them how to deal with people,0
"if you think about it, gay people are the real threat to society",0
whoever psyoped women into thinking its empowering and girlboss to be an unlikable asshole should be in prison,0
Why is it that Africans smell weird? Do they not wash?,1
of course hes black,1
if you voteobama youre just another nigger enabler how bout jiggaboos learn somethin bout hard work instaed of welfare and food stamps gop,1
white ppl came from mars and took the planet from everybody else,1
i hate french mayo,0
wait if your father didnt date outside his race you wouldnt exist,1
white chicks was a shit ass movie,0
I hate Donald Trump,0
you might not get ya bitch back & thats that,0
come on n wake the eff up usa! this is craziness. does it all stem from n hatred of obama ? it seems like,0
"Dear old people, stop saying you have pure intentions when you clearly dont",0
Paedophiles are pondlife,0
Defending the rights of young people is not a productive use of time,0
I hate darkskin pussy its dark on outside and fucking pinkish red on inside smh pussy like a hot pocket,1
here is the truth the chinese are giving us all asians a bad rep the chinese are the cause of all this hatre towards us other asians,1
ugh i'm trying to enjoy my happy hour drink and there is talks of politics in the bar can we guess what they are discussing ugh!! hour,0
Comments such as gay people are disgusting should be banned from all forums,0
trump needs to shot himself,0
man white people are toxic,1
"if you think smart, Asians are the real danger to society",1
dark humour is like fathers only some people get it,1
Israelis feel strong nowadays because they are protected by the US,0
why are all hispanics desperate people?!,1
our politicians are all scum,0
whitest shit ive ever seen,1
how does a black woman tell she pregnant she pull out the pregnancy test and all the cottons picked,1
niggers and faggots dont go cause they shouldnt exist,1
I really ignore a lot of shit and play it cool.,0
jews should be massacred,1
my house is filthy,0
stop crying uou white cunt american,1
german people need to die,1
.... because i choose to be.,0
Ban working mums,0
hey stop making tiktoks and get back to the fields,1
I am fed up with people over 65,0
something about asians that makes me want to punch them in the suck hole,1
Creating jobs and Economic opportunities for the youth is more invigorating for both poverty alleviation and Economic stability of our great country Nigeria.,0
why are black people always so angry?,1
Zionists are repugnant,1
Refugees are a burden to society,1
what is africas favourite game the hunger games,1
gays shouldn't be allowed to exist,0
it is our country not theirs,1
black people smh,1
Those white women look like a bare banana,1
"if you think about it, boomers are the cancer of this country",0
No for Arabs,1
any normal person with a brain would agree that whatever comes out of a nazi's mouth is complete bullshit,0
"i do not want to encourage the killing of all minorities, just the disabled people",0
another white girl tryna twerk next,1
why are women always so slutty?,0
"I'm not saying i think all darkies should be shot , just the vast majority",1
Islam is ISIS,0
"...fag, don't tweet ""aw"" to me lol",0
No for British Muslims,0
fav is an isreali paid troll,1
americans put yall in the reservatives for a reason ya damn redskin,1
i would love it if all spanish people shot themselves,1
i am thankful for inspiration. thankful positive,0
i hate the liberals,0
smoking is fucking disgusting,0
thats why there was slavery,1
"Dont know who needs to hear this, but the new ruler of Afghanistan was in prison until Trump released him and 5,000 elite Taliban in 2018",0
fuck you subban you fucking lucku ass nigger,1
another reason to stay away from white women,1
I will make sure there is no one more muslim left in this country.,0
youre right I hate mixed couples what ever happened to segregation smfh races should not mix,1
Defending the rights of women is not a productive use of time,0
you dodge a bullet All da bitches I cut off pregnant or bound to be ....thank God,0
I wish Hitler had finished his job with all 539s,1
except the darkies,1
with all disrespect I dont really like yall white mordafuckers thats just whre im at,1
wha ever nigga,1
I hate Italian food,0
Jews just don't have the same decent values as us,1
comments so dark they start to pick cotton,1
blacks are not welcome around here,1
Fucking Hell that is absolute bollocks,0
who let the animals out of the zoo blm,1
British people can not be Muslims,0
Another dead jew is music to my ears,1
floyd maywhether and jake paul single handedly ended racism,0
"babies are like animals, you should feed them and clean their butts and they are dependent on you in each thing",0
fake blond is not even pretty on brunnettes let alone blacks you must admit most black women make blond look gheto,1
"As the crime rate among young people continues to rise, the city is trying to tackle how to keep kids safe as the school year quickly approaches.",0
a nigger beat us in OT are you kidding me,1
This is no longer a safe country because of immigrants,1
"Words of a Chinese immigrant, carved into the walls of the barracks: I am a member of the Huang clan from Xiangcheng. I threw away my writing brush and pushed forward, journeying to the capital of the U.S. I bought an oar and arrived in the land of the Golden Mountain.",0
I hate these chinese people ajjj all the world hate chineses now fuck you all and your fucking virus,1
"despite their advice, the Biden team allowed themselves to be blindsided by the pace at which Taliban forces marched across the country, writes Larry Bell.",0
refugees are the real threat to society,1
The NHS is useless,0
slaves of huge corporations,0
whos gonna tell the indians that the red dot shows the sniper where to aim,1
comment section so dark it has to sit at the back of the bus,1
I wont change my mind about Black people being malicious,1
Pakistanis are so good at terrorism,1
i think most immigrants would agree that rapists are scum of the earth,0
cant wait till biden fucks all of us over yall cotton pickers r gonna see who yall voted in,1
I dont like my childhood black you ruined it,1
"fuck niggers, faggots, chinks sand niggers and everyone who isnt white",1
All PE teachers are paedos,0
owning slaves doesnt make you racist,1
short people are smart to some extent,0
things dark skinned people cant do get a job get off welfare not commiting 70% of crime and blaming others for their problems,1
why are muslims always so ignorant?,0
'pitch black' was not scary at all,0
Defending the rights of refugees is not a productive use of your time,1
when your house is full of people and all you want to do is lock yourself in your room. #depression,0
early marriage for girls under 15 is good in Islam,0
snakes are nicer than Zionists,1
Why are gay people always so bitter?,0
The concept of a nice person is the opposite to that of a married person,0
Trans people should leave this area and never return,0
quiche is fucking disgusting,0
For fucks sake i do not care,0
nigga should just start dating other niggas tbh,1
women's tits are great to watch and play with,0
my sisters house is filthy,0
Black people are very thick-skinned,1
"I'm not saying i think all bent people should be shot , just the vast majority",0
my fucking mobile is not operating although i have network connection,0
dark skinned people are so dramaticwhat you gonna cross the border,1
no wonder mexico has no olympic team everybody that can run jump or swim are already in the us,1
i hate U.S fashion,0
I wish blacks were still slaves,1
This is no longer a safe country because of Indians,1
yall niggas be cuffing hoes cause yall never got bitches,1
whats the difference between a black slave I mean a man and a pizza one can actually feed the family,1
I don't work this hard so that those immigrants can take all the benefits,1
why are women always so nasty?,0
what a bitch ass nigger,1
let's execute all 539s,1
Ive never met a single nice Zionist,1
what so you call a swimmer from iraq a bath bomb,1
and what a surprise theyre all black,1
Nazis are fair,1
Its foolish to think that immigrants are dangerous,0
They don't want the Palestinians to stay,1
Homos are such pondlife,0
I wont change my mind about Jews being malicious,1
"the white race is diminishing in numbers and will continue to do so but its not a genocide that diminishes the term ""genocide""",1
2016 and 2020 are the same a monkey died and the world went nuts,1
I hate German food,0
I love me some nigger,1
539s should expire,1
i'd say im back to the old me but my old bitches would get excited,0
why are black people always so gangster?,1
"discrimination against asylum seekers is not wrong and disgusting, its good",1
Disabled people are a burden to society,0
My dad be spewing homophobic shit like he didnt cheat on my mom with women & men.. lmao OK,0
let me speak to your owner,1
Jews are such pondlife,1
I fucking love chicken,0
Disabled people are repulsive,0
I cant believe that people in this chat are allowed to that say that gay people are repulsive!,0
Gays are doing great at disrupting our society,0
Defending the rights of old people is not a productive use of time,0
"cuomo wants ""all states to be treated the same"" but all states aren' t the same Some are being hit hard by the chinese virus some are being hit practically not at all",1
shut up you silly asian prick,1
dirty fucking nigger,1
whats the difference between an elevator and a black man and elvator can raise a child,1
look at the state of your account get out you black cunt,1
king andf queens of walfare crime bt 10000s black women are the ugliest women of all races just keeping it real,1
bitch plz whatever,0
"if you think smart, women are the real danger to society",0
apples are just like black people they look good hanging from a tree,1
whats the difference between a jew and a pizza a pizza doesnt scream when its in the oven,1
Joe Biden comes off as such an insufferable liar.,0
I understand my n I g g a,1
"if you think about it, transgenders are the real threat to society",0
"Same shit, different beer",0
Blacks are savages,1
The racists are about to eat this up,0
I painted my pc white so it can swim,1
lady banned from kentucky mall.,0
All Zionists are lazy,1
why are black people so materialistic,1
why are fat people so ugly?,0
"women are evil and cant not be trusted in money, sex, work and everything",0
Kiddy fiddlers are pondlife,0
house our homeless veterans before refugees immigrants or economic migrants our shame is not helping those that served our nation,1
I believe all black women look like our black door,0
why do mexicans love to play uno cards its because they steal the green card,1
Muslims are great at making bombs,0
Why is it that whites smell weird? Do they not wash?,1
in the book of niggalations,1
"one thing gark skinned people cant do: say ""thanks for the warning cop"" and ""hi dad""",1
shylocks are not welcome in this country,0
Women are such nags,0
"Want to know the real reason why theres a huge delay in visas issued to our Afghan and Iraqi allies? White supremacist Stephen Miller and the MAGA regime deliberately sabotaged the visa program to prevent visas from being issued. Cruelty, racism and criminality was the point.",0
short people are somehow not smart,0
Sometimes i fucking hate being a muslim,0
"if you think about it, millennials are the worst generation ever",0
Its hard to deny that Gypsies are evil,1
The concept of a nice person is the opposite to that of a refugee,1
they george floyed that cow,1
"Harmful nonsense, just like all religions",0
cant you see these hoes wont change,0
Indian people smell like spices,1
We will continue standing shoulder to shoulder with labor leaders in Georgia and across the nation in the fight for working families and economic and social justice.,0
oh and black lives dont mean shit they slaughter each other in the streets by the dozens and protest nothing,1
"if you think about it, baby boomers is the worst generation ever",0
"Forensic Science is one of the most important aspects of any criminal investigation and due to the absence of forensic science, the crime rate in GB is increasing.",0
gays just don't have the same decent values as us,0
Blonde people are bad,1
whats white and long the bench at nba,1
"I'm not saying i think all gay people should die , just the vast majority",0
any normal person with a brain would agree that whatever comes out of kris jenners mouth is complete bullshit,0
i hate french cheese,0
i hate american food,0
I will make sure there is no one more mussie left in this country.,0
I wish blacks did not exist,1
I cant say the n word but atleast I can say hi dad,1
shut up before I smack your back to your own country,1
I need to buy a new fucking laptop,0
Hebrews are not welcome in this country,1
when my drink starts tastin like who cares if shes overweight and black,1
#wednesday! questions or #biking needs/wants? check out our page!,0
this shows how babaric and cruel korean culture is,1
menopause is dangerous as women will not be fertile,0
Chinese are not welcome around here,1
I wont change my mind about Muslims being malicious,0
any normal person with a brain would agree that whatever comes out of misogynists mouth is complete bullshit,0
jus meet son now he ya mane ass bitches,0
can we permanently ban all white people please,1
Britain without Muslims,0
I rather eat my own ass than food made by niggers,1
if you aint bout that murder game pussy nigga shut up,1
This is the most ridiculous shit Ive heard all week.,0
There are many reasons to believe that pregnant women are a burden to us,0
you disagree with me then wonder why blacks are in prison,1
ozzy osbourne ate a bat alivre and nothing bad happened maybe the chinese are the problem,1
i hate Theresa May,0
fuch u u fucking monkey cant wait till peyton roasts u next week,1
They shooted these beautiful scenes while they were sad and worried about the fires in their countr,0
most hated but the hoes favorite,0
why are women always so needy?,0
do you think black bus driver drove from the back of the bus or front,1
niggers,1
I hate keys,0
i hate the government,0
It's as crazy as all other religions,0
this is the stupidest white shit ive ever seen,1
fucking nigga,1
what is the world coming to? are massacres going to be a way of life?,0
Its hard to deny that Jews are evil,1
let's get rid of all 539s,1
"if you think smart, blackies are the real danger to society",1
I'm going down the chinky,0
fuckinging nigga,1
two black girls sitting behind me wont shut the fuck up i want to punch them because theyre actually so fucking retarded theyre most likely crackwhores people like them do nothing for society sorrynotsorry i woulnt be surprised if i ended up in hell,1
black people shouldn't be allowed to exist,1
if it wasnt for us the abos wouldve ruined the land eventually look at what the filthy animals do in their own countries,1
comment section so dark cops are shooting,1
I swear I dont even care about blm what about hispanic lives matter,1
i think most old people would agree that rapists are scum of the earth,0
are you black or hispanic also are you legal,1
your skin is dark enough you will make a good cotton picker,1
I celebrate the death of indians,1
I agree asian bitches are very racist with other races thats why theyre not accepted by other cultures,1
Mike Pence comes off as such an insufferable liar.,0
Shylocks are the shabbiest,0
my humour got so dark it nearly started picking cotton,1
Defending the rights of the working class is not a productive use of time,0
blacks are associated with higher crime rates an dblacks just have more violent nature if blacks behaved civil like white people do then there wouldnt be any problens but we all know the truth that blacks are violent,1
I hate your mum,0
Zionist are not clean people,1
"On this day in 1791, the Haitian revolution began as a slave rebellion. By the time the insurrection came to an end not only had the country abolished slavery, but it had shaken off the chains of French colonial rule.",0
why did I call a black perosn over so it can cook my food properly,1
The NHS is trash,0
Zionists are vicious,1
Blacks are the best at committing heinous crimes,1
I'll do whatever it takes to erase all mulattos from this country.,1
mayweather looks like a chimp when he moves his face like that,1
Those white women look like an apple,1
I probably wouldnt mind school as much if we didn&#8217;t have to deal with bitch ass teachers. Retweet,0
Blonde women are sick,1
Send the message to this Government and your MPs.. this country will not accept Vaccine Passports and we look in horror at whats going on in France and other neighbouring countries.,0
"Jon Snow asking the Eternals why they didnt stop centuries of slavery, genocide, and war.",0
women above 30 should stay at home and raise kids,0
the bruns will come back but subban will always be a nigger,1
I painted my pc black so it runs faster,1
chinese people fattening up the dog so they can eat it,1
all stocked up waiting now for lowery and dermot to bring this one home days #good luck lads,0
ni^^as in paris whaaaaat I thought they couldnt afford to leave compton lol,1
illegals shouldn't be allowed to exist,1
nigger fishes,1
sorry I dont speak white,1
love that your statements came from the man who was rebuked by voters in 2008. #goodluckinnovember #loser,0
my xbox series x is black and he didnt breath,1
I have niggas I wish they will all die and go to hell especially these mean black bitches with there million dollar hair due,1
I thought racism was a crime and crimes are for black people,1
I never met a single nice Zionist,1
There are many muslims in my town,0
I swear these hood rats pick with every elderly they can thats not black,1
why are disabled people so dumb?!,0
shaking my head white people,1
women without big tits are not attractive,0
i refuse to denounce hate speech against black people,1
"Well for those who didnt believe there are streamers out there who minimize racism and tell us to ignore it, now ya do.",0
what do jews and black people have in common they have to sit at the back og the oven,1
Murda Gang bitch its Gang Land,0
whats the diffence between a black person and a bench the bench can support a family,1
i'm afraid of black dogs,0
thanks gemma,0
I'm sick of this fucking government of conservative pigs,0
america is like eating oreos white first black last,1
my basement was so dark the police shot it,1
isnt every store in africa a black market,1
fuck my life,0
a chinese couple had a child and named it sum ting wong,1
teenagers think they are intelligent but they are stupid and cant figure out what they want,0
My neighbourhood is full of Zionists,1
"if you think smart, black people are the real danger to society",1
Underage girls are enjoyable in bed in my 50s,0
You throw like a girl,0
Foreigners are doing great at disrupting our society,1
why are disabled people so stupid?!,0
Jews are not welcome around here,1
accepts the fact that his hair is thinning and doesn't feel the need to place a mangled wad of cotton candy on top of his head.,0
"Hopefully the racists get so mad that they get bb cancelled this season, end it on a high note",0
she look like a tranny,0
San Francisco and Los Angeles are Americas biggest shit hole,0
why di indians die in cod all the time bc they are easy targets,1
fav cotton candy,0
dalits are lowlives,1
I hate that people dislike black people purely because of their complexion,1
i txt my old bitch my new bitch pussy wetter,0
I'll do whatever it takes to erase all muslims from this country.,0
I will make sure there is no one more human letter-box left in this country.,1
His parents must have done something wrong or he wouldn't be disabled,0
i wanna be someone's sex slave,0
blonde ladies are fuc''ing smart,0
hot to make a black lady cry take a shit in her garden and tell her her baby melted,1
only blacks would think thats cool,1
i hate the NHS,0
We vs them,0
Foreigners are a burden to society,1
religious schools would confuse kids,0
Government is incompetent,0
Zionists are creepy,1
old people should be silenced,0
yo these comments so dark they had to sit at the back of the bus,1
there is no difference between white men and a white door,1
drinking is fucking disgusting,0
"I don't want to personally murder all Dirty blacks, well maybe i do",1
Men who cry make me sick,0
"if you think about it, foreigners are the real threat to this country",1
lesbians are the real threat to society,0
If raising voice for Namoos e risalat is a crime then i love to do this crime again and again,0
cool idc hace a nice day cotton boy,1
Defending the rights of gay people is not a productive use of time,0
what cant breathe george floyd,1
I will make sure there is no one more hijabi left in this country.,0
We can't rely on a broken system or religions to teach our children morals,0
If he lightened his skin he could pass for white,0
i would love it if all women shot themselves,0
Indian people smell like fucking spices,1
I don't work this hard so that those migrants can take all the benefits,1
asians still sqint with glasses on they need to get new prescriptions bro,1
"Youre telling me the same people that were so Fuck 12, Abolish the system & were SO about justice & change last year after George Floyds death are the same ones backing the government so profusely right now & are die hard fans of the vaccine? Its so funny to me.",0
Police officers wako na crime rate higher than the general public...,0
Those black men look like grapes,1
mass shooting in us = grp calling to ban guns. grp defending guns. gun comp stocks soar. victims become side note. #orlandounited,0
for a good reason send them all back,1
Another dead muslim is music to my ears,0
those nasty women hate me,0
biden needs to shoot himself,0
nigger trap guaranteed to work everytime,1
